hotel_name,url,locality,reviews,tripadvisor_rating,price_per_night,booking_provider,no_of_deals,hotel_features
Destiny Scotland - The Malt House Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d10827635-Reviews-Destiny_Scotland_The_Malt_House_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",57 ,4.0,$102,Expedia.com,10,Free Wifi
Destiny Scotland - Broughton St Lofts,http://www.tripadvisor.com/Hotel_Review-g186525-d12139741-Reviews-Destiny_Scotland_Broughton_St_Lofts-Edinburgh_Scotland.html,"Edinburgh, Scotland",23 ,4.5,$130,Expedia.com,8,Free Wifi
The Ben Doran Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d191467-Reviews-The_Ben_Doran_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",248 ,3.5,$93,Booking.com,14,"Free Wifi,Free parking"
Twin Lions Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d311266-Reviews-Twin_Lions_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",106 ,4.0,$73,Booking.com,12,"Free Wifi,Free parking"
Hilton Edinburgh Grosvenor,http://www.tripadvisor.com/Hotel_Review-g186525-d192450-Reviews-Hilton_Edinburgh_Grosvenor-Edinburgh_Scotland.html,"Edinburgh, Scotland",3130 ,3.5,$102,Expedia.com,18,"Restaurant,Room service,Visit hotel website"
Linton Collection - Blackfriars Lofts,http://www.tripadvisor.com/Hotel_Review-g186525-d15279403-Reviews-Linton_Collection_Blackfriars_Lofts-Edinburgh_Scotland.html,"Edinburgh, Scotland",6 ,5.0,$181,Booking.com,7,Free Wifi
Craigievar Family Room Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g186525-d1480248-Reviews-Craigievar_Family_Room_Bed_Breakfast-Edinburgh_Scotland.html,"Edinburgh, Scotland",36 ,4.0,$104,Booking.com,7,"Free Wifi,Free parking"
Westfield Court B&B,http://www.tripadvisor.com/Hotel_Review-g186525-d7369104-Reviews-Westfield_Court_B_B-Edinburgh_Scotland.html,"Edinburgh, Scotland",45 ,3.5,$48,Agoda.com,8,"Free Wifi,Free parking"
MW Townhouse,http://www.tripadvisor.com/Hotel_Review-g186525-d587467-Reviews-MW_Townhouse-Edinburgh_Scotland.html,"Edinburgh, Scotland",103 ,3.5,$74,Expedia.com,12,"Free Wifi,Free parking"
Hanover 71 Suites,http://www.tripadvisor.com/Hotel_Review-g186525-d12857637-Reviews-Hanover_71_Suites-Edinburgh_Scotland.html,"Edinburgh, Scotland",32 ,4.0,$97,Expedia.com,9,Free Wifi
Capital Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d2105672-Reviews-Capital_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",50 ,3.5,$130,Booking.com,7,"Free Wifi,Free parking"
Edinburgh Castle Apartments and Suites,http://www.tripadvisor.com/Hotel_Review-g186525-d15007978-Reviews-Edinburgh_Castle_Apartments_and_Suites-Edinburgh_Scotland.html,"Edinburgh, Scotland",15 ,4.0,$115,Agoda.com,0,Free Wifi
29 Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d13008677-Reviews-29_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",12 ,4.0,$71,Booking.com,0,Free Wifi
Linton Collection - Lord Lyons Chambers,http://www.tripadvisor.com/Hotel_Review-g186525-d15511460-Reviews-Linton_Collection_Lord_Lyons_Chambers-Edinburgh_Scotland.html,"Edinburgh, Scotland",4 ,5.0,$146,Booking.com,5,Free Wifi
Ardmillan Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d292055-Reviews-Ardmillan_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",116 ,3.5,$73,Booking.com,11,"Free Wifi,Free parking"
OYO Thrums Apartment,http://www.tripadvisor.com/Hotel_Review-g186525-d214669-Reviews-OYO_Thrums_Apartment-Edinburgh_Scotland.html,"Edinburgh, Scotland",212 ,3.0,$114,Agoda.com,11,"Free Wifi,Free parking"
Braveheart Guesthouse,http://www.tripadvisor.com/Hotel_Review-g186525-d578123-Reviews-Braveheart_Guesthouse-Edinburgh_Scotland.html,"Edinburgh, Scotland",200 ,3.5,$87,Expedia.com,10,Free Wifi
Blossom House,http://www.tripadvisor.com/Hotel_Review-g186525-d1500258-Reviews-Blossom_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",144 ,4.0,$39,Hostelworld.com,10,"Free Wifi,Free parking"
The Staghead Hotel,http://www.tripadvisor.com/Hotel_Review-g4049419-d1231939-Reviews-The_Staghead_Hotel-South_Queensferry_Edinburgh_Scotland.html,"Edinburgh, Scotland",42 ,4.0,$108,Booking.com,0,"Free Wifi,Free parking"
Emerald Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d1228813-Reviews-Emerald_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",61 ,4.0,$181,Booking.com,8,"Free Wifi,Free parking"
The Torfin,http://www.tripadvisor.com/Hotel_Review-g186525-d13479562-Reviews-The_Torfin-Edinburgh_Scotland.html,"Edinburgh, Scotland",20 ,4.5,$97,Booking.com,9,"Free Wifi,Free parking"
The Spires Edinburgh,http://www.tripadvisor.com/Hotel_Review-g186525-d8138900-Reviews-The_Spires_Edinburgh-Edinburgh_Scotland.html,"Edinburgh, Scotland",107 ,3.5,$97,Booking.com,13,
Granville Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d623188-Reviews-Granville_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",76 ,3.5,$75,Expedia.com,12,"Free Wifi,Free parking"
My-Canning Street Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d3368283-Reviews-My_Canning_Street_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",53 ,4.0,$126,Booking.com,10,Free Wifi
Carmichael Bed And Breakfast,http://www.tripadvisor.com/Hotel_Review-g186525-d7047382-Reviews-Carmichael_Bed_And_Breakfast-Edinburgh_Scotland.html,"Edinburgh, Scotland",22 ,4.5,$167,Expedia.com,9,"Free Wifi,Free parking"
The Queens Bed & Breakfast,http://www.tripadvisor.com/Hotel_Review-g4049419-d15221073-Reviews-The_Queens_Bed_Breakfast-South_Queensferry_Edinburgh_Scotland.html,"Edinburgh, Scotland",6 ,5.0,$142,Expedia.com,9,"Free Wifi,Breakfast included"
Mayfield Lodge Guesthouse,http://www.tripadvisor.com/Hotel_Review-g186525-d1155035-Reviews-Mayfield_Lodge_Guesthouse-Edinburgh_Scotland.html,"Edinburgh, Scotland",86 ,4.0,$91,Booking.com,0,Free Wifi
Thistle House,http://www.tripadvisor.com/Hotel_Review-g186525-d594452-Reviews-Thistle_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",125 ,3.5,$65,Agoda.com,10,"Breakfast included,Free Internet"
Edinburgh Backpackers Hostel,http://www.tripadvisor.com/Hotel_Review-g186525-d189000-Reviews-Edinburgh_Backpackers_Hostel-Edinburgh_Scotland.html,"Edinburgh, Scotland",443 ,3.5,$47,Hostelworld.com,0,Free Wifi
Destination Edinburgh York Place Luxury Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d5617500-Reviews-Destination_Edinburgh_York_Place_Luxury_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",22 ,4.5,$194,Orbitz.com,0,Free Wifi
Royal Mile Accommodation,http://www.tripadvisor.com/Hotel_Review-g186525-d1162379-Reviews-Royal_Mile_Accommodation-Edinburgh_Scotland.html,"Edinburgh, Scotland",66 ,3.5,$161,Booking.com,11,"Free Wifi,Free parking"
Heriott Park Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d281480-Reviews-Heriott_Park_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",117 ,3.5,$97,Booking.com,9,"Free Wifi,Free parking"
Alexander Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d594651-Reviews-Alexander_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",61 ,3.5,$70,Booking.com,0,Free Wifi
Linton Collection - North Bridge Lofts,http://www.tripadvisor.com/Hotel_Review-g186525-d15189067-Reviews-Linton_Collection_North_Bridge_Lofts-Edinburgh_Scotland.html,"Edinburgh, Scotland",6 ,5.0,$121,Agoda.com,5,Free Wifi
Moxy Edinburgh Airport,http://www.tripadvisor.com/Hotel_Review-g186525-d15512593-Reviews-Moxy_Edinburgh_Airport-Edinburgh_Scotland.html,"Edinburgh, Scotland",58 ,3.0,$60,Expedia.com,10,"Free Wifi,Bar/Lounge,Visit hotel website"
Lochend Serviced Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d617248-Reviews-Lochend_Serviced_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",219 ,3.5,$74,Booking.com,12,"Free Wifi,Free parking"
Rooms at GPO,http://www.tripadvisor.com/Hotel_Review-g186525-d14182667-Reviews-Rooms_at_GPO-Edinburgh_Scotland.html,"Edinburgh, Scotland",11 ,3.5,$73,Booking.com,8,
Ardgowan House Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d794004-Reviews-Ardgowan_House_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",34 ,3.0,$54,Agoda.com,0,"Free Wifi,Free parking"
Cambridge House,http://www.tripadvisor.com/Hotel_Review-g186525-d1987808-Reviews-Cambridge_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",62 ,3.0,$43,Expedia.com,11,Free parking
The City Suites,http://www.tripadvisor.com/Hotel_Review-g186525-d15556748-Reviews-The_City_Suites-Edinburgh_Scotland.html,"Edinburgh, Scotland",3 ,4.5,$74,Hotwire.com,0,
The Hostel,http://www.tripadvisor.com/Hotel_Review-g186525-d573560-Reviews-The_Hostel-Edinburgh_Scotland.html,"Edinburgh, Scotland",253 ,3.0,$50,Booking.com,11,Free Wifi
Playfair House Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d583743-Reviews-Playfair_House_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",605 ,3.0,$91,Expedia.com,6,"Free Wifi,Restaurant"
The Corstorphine Lodge Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d1027299-Reviews-The_Corstorphine_Lodge_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",190 ,3.0,$65,Booking.com,10,"Free Wifi,Breakfast included"
Falcon Crest Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d1811989-Reviews-Falcon_Crest_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",26 ,3.0,$118,Expedia.com,8,"Free Wifi,Free parking"
Edinburgh City Suites,http://www.tripadvisor.com/Hotel_Review-g186525-d6788314-Reviews-Edinburgh_City_Suites-Edinburgh_Scotland.html,"Edinburgh, Scotland",65 ,3.5,$73,Expedia.com,11,Free Wifi
Lyncliff Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d244065-Reviews-Lyncliff_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",46 ,3.5,$127,Booking.com,11,"Free Wifi,Restaurant"
Badjao Bed and Breakfast,http://www.tripadvisor.com/Hotel_Review-g186525-d5037132-Reviews-Badjao_Bed_and_Breakfast-Edinburgh_Scotland.html,"Edinburgh, Scotland",12 ,4.0,$80,Booking.com,10,Free Wifi
Drummond Street Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d14995017-Reviews-Drummond_Street_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",5 ,4.5,$162,Booking.com,5,
St. Andrews Place,http://www.tripadvisor.com/Hotel_Review-g186525-d14998115-Reviews-St_Andrews_Place-Edinburgh_Scotland.html,"Edinburgh, Scotland",4 ,3.5,$66,Expedia.com,8,"Free Wifi,Free parking"
Castle Park Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d674870-Reviews-Castle_Park_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",99 ,3.0,$104,Booking.com,0,"Free Wifi,Free parking"
Buckstone B&B,http://www.tripadvisor.com/Hotel_Review-g186525-d4814683-Reviews-Buckstone_B_B-Edinburgh_Scotland.html,"Edinburgh, Scotland",8 ,5.0,$91,Expedia.com,8,"Free Wifi,Free parking"
7 Gloucester Place,http://www.tripadvisor.com/Hotel_Review-g186525-d281475-Reviews-7_Gloucester_Place-Edinburgh_Scotland.html,"Edinburgh, Scotland",9 ,5.0,$134,Hotwire.com,0,"Free Wifi,Breakfast included"
Castle View Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d1153574-Reviews-Castle_View_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",26 ,4.0,$144,Expedia.com,8,Free Wifi
Marchfield Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d1155062-Reviews-Marchfield_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",52 ,3.5,$71,Booking.com,5,"Free Wifi,Free parking"
Young Street Boutique Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d1379498-Reviews-Young_Street_Boutique_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",37 ,3.5,$148,Expedia.com,6,Free Wifi
Edinburgh Playhouse Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d15208874-Reviews-Edinburgh_Playhouse_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",2 ,5.0,$161,Booking.com,6,
City Break Guest House,http://www.tripadvisor.com/Hotel_Review-g186525-d13474419-Reviews-City_Break_Guest_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",17 ,3.5,$110,Agoda.com,0,Free Wifi
Canongate Apartment,http://www.tripadvisor.com/Hotel_Review-g186525-d1161861-Reviews-Canongate_Apartment-Edinburgh_Scotland.html,"Edinburgh, Scotland",7 ,3.5,$150,Expedia.com,6,
Corstorphine House,http://www.tripadvisor.com/Hotel_Review-g186525-d279719-Reviews-Corstorphine_House-Edinburgh_Scotland.html,"Edinburgh, Scotland",34 ,3.0,$70,ZenHotels.com,0,"Restaurant,Free Internet"
The Lane Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d15511552-Reviews-The_Lane_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",1 review,5.0,$94,Booking.com,0,
Picardy Place Hotel,http://www.tripadvisor.com/Hotel_Review-g186525-d1491059-Reviews-Picardy_Place_Hotel-Edinburgh_Scotland.html,"Edinburgh, Scotland",17 ,3.5,$97,Expedia.com,0,"Free Wifi,Restaurant"
Niddry Street Apartments,http://www.tripadvisor.com/Hotel_Review-g186525-d15118422-Reviews-Niddry_Street_Apartments-Edinburgh_Scotland.html,"Edinburgh, Scotland",2 ,3.0,$112,Booking.com,5,
Lets Edinburgh,http://www.tripadvisor.com/Hotel_Review-g186525-d1783280-Reviews-Lets_Edinburgh-Edinburgh_Scotland.html,"Edinburgh, Scotland",17 ,4.0,$387,Booking.com,11,"Free Wifi,Free parking"
Allison House 16,http://www.tripadvisor.com/Hotel_Review-g186525-d15511697-Reviews-Allison_House_16-Edinburgh_Scotland.html,"Edinburgh, Scotland",2 ,4.5,$473,Hotels.com,5,
Holiday Inn Express Amsterdam-Sloterdijk Station,http://www.tripadvisor.com/Hotel_Review-g188590-d2337057-Reviews-Holiday_Inn_Express_Amsterdam_Sloterdijk_Station-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1877 ,4.0,$124,HIExpress.com,12,"Free Wifi,Breakfast included,Visit hotel website"
XO Hotels Couture,http://www.tripadvisor.com/Hotel_Review-g188590-d6767297-Reviews-XO_Hotels_Couture-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2547 ,4.5,$76,Booking.com,13,"Free Wifi,Restaurant"
Lloyd Hotel,http://www.tripadvisor.com/Hotel_Review-g188590-d503506-Reviews-Lloyd_Hotel-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2017 ,4.0,$70,Booking.com,12,"Free Wifi,Restaurant,Visit hotel website"
Ambassade Hotel,http://www.tripadvisor.com/Hotel_Review-g188590-d232321-Reviews-Ambassade_Hotel-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1764 ,5.0,$334,Expedia.com,8,"Free Wifi,Restaurant,Visit hotel website"
Hotel Estherea,http://www.tripadvisor.com/Hotel_Review-g188590-d229151-Reviews-Hotel_Estherea-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",4477 ,4.5,$353,Expedia.com,14,"Free Wifi,Room service"
XO Hotels Park West,http://www.tripadvisor.com/Hotel_Review-g188590-d3526759-Reviews-XO_Hotels_Park_West-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",4540 ,4.5,$76,Booking.com,17,"Free Wifi,Restaurant"
Holiday Inn Amsterdam Arena Towers,http://www.tripadvisor.com/Hotel_Review-g188590-d5006167-Reviews-Holiday_Inn_Amsterdam_Arena_Towers-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",418 ,4.0,$106,HolidayInn.com,12,"Free Wifi,Restaurant,Visit hotel website"
"Radisson Blu Hotel, Amsterdam",http://www.tripadvisor.com/Hotel_Review-g188590-d230875-Reviews-Radisson_Blu_Hotel_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3936 ,4.5,$243,Expedia.com,15,"Free Wifi,Restaurant,Visit hotel website"
Hotel2stay,http://www.tripadvisor.com/Hotel_Review-g188590-d10622052-Reviews-Hotel2stay-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1650 ,4.5,$104,Expedia.com,12,"Free Wifi,Fitness center"
"The Hoxton, Amsterdam",http://www.tripadvisor.com/Hotel_Review-g188590-d229156-Reviews-The_Hoxton_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1908 ,4.5,$214,Expedia.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Flying Pig Downtown,http://www.tripadvisor.com/Hotel_Review-g188590-d246798-Reviews-Flying_Pig_Downtown-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1416 ,4.0,$92,Hostelworld.com,10,Free Wifi
Hotel Sebastian's,http://www.tripadvisor.com/Hotel_Review-g188590-d1973876-Reviews-Hotel_Sebastian_s-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1712 ,4.5,$185,Booking.com,11,"Free Wifi,Bar/Lounge"
WestCord Fashion Hotel Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d1382766-Reviews-WestCord_Fashion_Hotel_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",4850 ,4.5,$118,Expedia.com,15,"Free Wifi,Pool"
DoubleTree by Hilton Hotel Amsterdam Centraal Station,http://www.tripadvisor.com/Hotel_Review-g188590-d1946024-Reviews-DoubleTree_by_Hilton_Hotel_Amsterdam_Centraal_Station-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",8204 ,4.0,$248,Expedia.com,16,"Free Wifi,Restaurant,Visit hotel website"
Amsterdam Teleport Hotel,http://www.tripadvisor.com/Hotel_Review-g188590-d8291077-Reviews-Amsterdam_Teleport_Hotel-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1190 ,4.0,$110,Booking.com,12,Free Wifi
Park Plaza Victoria Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d230125-Reviews-Park_Plaza_Victoria_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",384 ,4.0,$204,Booking.com,16,"Free Wifi,Pool,Visit hotel website"
The Toren,http://www.tripadvisor.com/Hotel_Review-g188590-d229137-Reviews-The_Toren-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3039 ,5.0,$322,Expedia.com,11,"Free Wifi,Restaurant"
NH Collection Amsterdam Grand Hotel Krasnapolsky,http://www.tripadvisor.com/Hotel_Review-g188590-d229182-Reviews-NH_Collection_Amsterdam_Grand_Hotel_Krasnapolsky-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2937 ,4.5,$218,NH Hotels,17,"Free Wifi,Restaurant,Visit hotel website"
Hampton by Hilton Amsterdam / Arena Boulevard,http://www.tripadvisor.com/Hotel_Review-g188590-d4162237-Reviews-Hampton_by_Hilton_Amsterdam_Arena_Boulevard-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2293 ,4.0,$121,Booking.com,15,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Arena,http://www.tripadvisor.com/Hotel_Review-g188590-d249326-Reviews-Hotel_Arena-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1082 ,4.0,$158,Expedia.com,17,"Free Wifi,Restaurant,Visit hotel website"
Hotel Luxer,http://www.tripadvisor.com/Hotel_Review-g188590-d296606-Reviews-Hotel_Luxer-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1223 ,4.5,$148,Expedia.com,10,"Free Wifi,Bar/Lounge"
Ramada by Wyndham Apollo Amsterdam Centre,http://www.tripadvisor.com/Hotel_Review-g188590-d2151608-Reviews-Ramada_by_Wyndham_Apollo_Amsterdam_Centre-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3834 ,4.0,$109,Booking.com,19,"Free Wifi,Restaurant,Visit hotel website"
Movenpick Hotel Amsterdam City Centre,http://www.tripadvisor.com/Hotel_Review-g188590-d601686-Reviews-Movenpick_Hotel_Amsterdam_City_Centre-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",7057 ,4.5,$229,Expedia.com,16,"Free Wifi,Restaurant,Visit hotel website"
Hotel Casa,http://www.tripadvisor.com/Hotel_Review-g188590-d232326-Reviews-Hotel_Casa-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3393 ,4.0,$95,Booking.com,15,"Free Wifi,Restaurant"
Banks Mansion,http://www.tripadvisor.com/Hotel_Review-g188590-d230616-Reviews-Banks_Mansion-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3211 ,4.5,$261,Booking.com,14,"Free Wifi,Breakfast included"
Kimpton De Witt Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d229478-Reviews-Kimpton_De_Witt_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1327 ,4.5,$336,Expedia.com,12,"Free Wifi,Restaurant,Visit hotel website"
NH City Centre Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d194317-Reviews-NH_City_Centre_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1744 ,4.0,$193,NH Hotels,19,"Free Wifi,Restaurant,Visit hotel website"
Mercure Hotel Amsterdam City,http://www.tripadvisor.com/Hotel_Review-g188590-d230114-Reviews-Mercure_Hotel_Amsterdam_City-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2532 ,4.0,$142,Expedia.com,16,"Free Wifi,Restaurant,Visit hotel website"
NH Collection Amsterdam Barbizon Palace,http://www.tripadvisor.com/Hotel_Review-g188590-d189397-Reviews-NH_Collection_Amsterdam_Barbizon_Palace-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1434 ,4.5,$217,NH Hotels,17,"Free Wifi,Restaurant,Visit hotel website"
INK Hotel Amsterdam - MGallery by Sofitel,http://www.tripadvisor.com/Hotel_Review-g188590-d230120-Reviews-INK_Hotel_Amsterdam_MGallery_by_Sofitel-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2568 ,4.5,$234,Expedia.com,15,"Free Wifi,Restaurant,Visit hotel website"
Hotel De Hallen,http://www.tripadvisor.com/Hotel_Review-g188590-d5971630-Reviews-Hotel_De_Hallen-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1138 ,4.5,$143,Expedia.com,14,"Free Wifi,Restaurant"
ClinkNOORD,http://www.tripadvisor.com/Hotel_Review-g188590-d7827624-Reviews-ClinkNOORD-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1682 ,4.5,$44,Hostelworld.com,12,"Free Wifi,Restaurant"
Holiday Inn Express Amsterdam-Sloterdijk Station,http://www.tripadvisor.com/Hotel_Review-g188590-d2337057-Reviews-Holiday_Inn_Express_Amsterdam_Sloterdijk_Station-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1877 ,4.0,$124,HIExpress.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Okura Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d230117-Reviews-Hotel_Okura_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",2986 ,4.5,$221,Expedia.com,15,"Free Wifi,Pool"
Mercure Amsterdam Sloterdijk Station,http://www.tripadvisor.com/Hotel_Review-g188590-d7855996-Reviews-Mercure_Amsterdam_Sloterdijk_Station-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1376 ,4.0,$101,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
The Student Hotel Amsterdam City,http://www.tripadvisor.com/Hotel_Review-g188590-d8142970-Reviews-The_Student_Hotel_Amsterdam_City-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3041 ,4.5,$121,Expedia.com,11,"Free Wifi,Restaurant,Visit hotel website"
Bilderberg Hotel Jan Luyken,http://www.tripadvisor.com/Hotel_Review-g188590-d229144-Reviews-Bilderberg_Hotel_Jan_Luyken-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1238 ,4.0,$182,Expedia.com,14,"Free Wifi,Room service"
Motel One Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d8126580-Reviews-Motel_One_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1251 ,4.5,$102,Expedia.com,9,"Free Wifi,Bar/Lounge"
Holiday Inn Express Amsterdam-Sloterdijk Station,http://www.tripadvisor.com/Hotel_Review-g188590-d2337057-Reviews-Holiday_Inn_Express_Amsterdam_Sloterdijk_Station-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1877 ,4.0,$124,HIExpress.com,14,"Free Wifi,Breakfast included,Visit hotel website"
Generator Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d10045651-Reviews-Generator_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",941 ,4.0,$102,Booking.com,15,"Free Wifi,Restaurant"
Hotel Jakarta Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d13965515-Reviews-Hotel_Jakarta_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",454 ,4.5,$196,Expedia.com,9,"Free Wifi,Breakfast included"
QO Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d10637522-Reviews-QO_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",645 ,4.5,$168,Expedia.com,13,"Free Wifi,Restaurant,Visit hotel website"
Hotel JL No76,http://www.tripadvisor.com/Hotel_Review-g188590-d2095235-Reviews-Hotel_JL_No76-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1376 ,4.5,$154,Expedia.com,15,"Free Wifi,Restaurant"
Monet Garden Hotel Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d12967879-Reviews-Monet_Garden_Hotel_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",264 ,4.5,$156,Expedia.com,10,"Free Wifi,Restaurant"
Room Mate Aitana,http://www.tripadvisor.com/Hotel_Review-g188590-d4345724-Reviews-Room_Mate_Aitana-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",3819 ,4.5,$171,Booking.com,19,"Free Wifi,Restaurant,Visit hotel website"
Corendon City Hotel Amsterdam,http://www.tripadvisor.com/Hotel_Review-g188590-d7392738-Reviews-Corendon_City_Hotel_Amsterdam-Amsterdam_North_Holland_Province.html,"Amsterdam, Netherlands",1858 ,4.0,$101,Expedia.com,17,"Free Wifi,Pool"
